Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,Yes,Travel_Rarely,693,Sales,,2,Life Sciences,1,720,,Female,65,3,2.0,Sales Executive,3,Single,4577,24785.0,9,Y,No,14,3,1,80,0,4,,3,,2,2.0,0
39.0,No,Travel_Rarely,408,Research & Development,2.0,4,Technical Degree,1,721,,Female,80,2,2.0,Healthcare Representative,3,Single,4553,,1,Y,No,11,3,1,80,0,20,,3,20.0,7,11.0,10
32.0,No,Travel_Rarely,929,Sales,,3,Marketing,1,722,4.0,Male,55,3,2.0,Sales Executive,4,Single,5396,,1,Y,No,12,3,4,80,0,10,2.0,2,10.0,7,,8
,Yes,Travel_Frequently,562,Sales,8.0,2,Technical Degree,1,723,,Male,50,3,2.0,Sales Executive,3,Married,6796,23452.0,3,Y,Yes,14,3,1,80,1,18,4.0,3,4.0,3,,3
38.0,No,Travel_Rarely,827,Research & Development,,4,Life Sciences,1,724,2.0,Female,33,4,,Healthcare Representative,4,,7625,19383.0,0,Y,No,13,3,3,80,0,10,4.0,2,,7,,8
27.0,No,Travel_Rarely,608,Research & Development,,2,Life Sciences,1,725,3.0,Female,68,3,,Manufacturing Director,1,,7412,6009.0,1,Y,No,11,3,4,80,0,9,,3,,7,,7
32.0,No,Travel_Rarely,1018,Research & Development,,2,Life Sciences,1,727,,Female,39,3,,Research Director,4,Single,11159,19373.0,3,Y,No,15,3,4,80,0,10,,3,7.0,7,,7
47.0,No,Travel_Rarely,703,Sales,14.0,4,Marketing,1,728,4.0,Male,42,3,2.0,Sales Executive,1,,4960,,2,Y,No,12,3,4,80,0,20,2.0,3,7.0,7,1.0,7
,No,Travel_Frequently,580,Sales,,4,Life Sciences,1,729,,Male,48,2,3.0,Sales Executive,1,Married,10475,,5,Y,Yes,21,4,3,80,1,20,,3,18.0,13,1.0,12
53.0,No,Travel_Rarely,970,Research & Development,,3,Life Sciences,1,730,3.0,Male,59,4,4.0,Research Director,3,Married,14814,,3,Y,No,19,3,3,80,0,32,3.0,3,,1,,3
41.0,No,Travel_Rarely,427,Human Resources,,4,Human Resources,1,731,2.0,Male,73,2,5.0,Manager,4,,19141,8861.0,3,Y,No,15,3,2,80,3,23,2.0,2,21.0,6,12.0,6
60.0,No,Travel_Rarely,1179,Sales,,4,Marketing,1,732,,Male,84,3,,Sales Executive,1,Single,5405,11924.0,8,Y,No,14,3,4,80,0,10,1.0,3,2.0,2,2.0,2
27.0,No,Travel_Frequently,294,Research & Development,10.0,2,Life Sciences,1,733,,Male,32,3,,Manufacturing Director,1,Divorced,8793,,1,Y,No,21,4,3,80,2,9,4.0,2,9.0,7,1.0,7
41.0,No,Travel_Rarely,314,Human Resources,,3,Human Resources,1,734,,Male,59,2,,Manager,3,,19189,,1,Y,No,12,3,2,80,1,22,,3,22.0,7,,10
50.0,No,Travel_Rarely,316,Sales,8.0,4,Marketing,1,738,4.0,Male,54,3,1.0,Sales Representative,2,,3875,,7,Y,No,15,3,4,80,1,4,2.0,3,2.0,2,2.0,2
,Yes,Travel_Rarely,654,Research & Development,1.0,2,Life Sciences,1,741,,Female,67,1,,Research Scientist,2,Single,2216,,7,Y,Yes,13,3,4,80,0,10,,3,7.0,7,3.0,7
36.0,No,Non-Travel,427,Research & Development,,3,Life Sciences,1,742,,Female,63,4,3.0,Research Director,1,,11713,20335.0,9,Y,No,14,3,1,80,1,10,2.0,3,8.0,7,0.0,5
38.0,No,Travel_Rarely,168,Research & Development,,3,Life Sciences,1,743,3.0,Female,81,3,,Manufacturing Director,3,,7861,15397.0,4,Y,Yes,14,3,4,80,0,10,,4,1.0,0,0.0,0
,No,Non-Travel,381,Research & Development,24.0,3,Medical,1,744,1.0,Male,49,1,1.0,Laboratory Technician,3,Single,3708,2104.0,2,Y,No,14,3,3,80,0,9,5.0,3,,2,,4
,No,Travel_Frequently,217,Sales,3.0,3,Medical,1,746,,Female,49,3,4.0,Sales Executive,3,Divorced,13770,10225.0,9,Y,Yes,12,3,4,80,2,28,,2,,2,11.0,13
30.0,No,Travel_Rarely,501,Sales,27.0,5,Marketing,1,747,,Male,99,3,2.0,Sales Executive,4,,5304,,7,Y,No,23,4,4,80,1,10,,2,8.0,7,7.0,7
29.0,No,Travel_Rarely,1396,Sales,10.0,3,Life Sciences,1,749,3.0,Male,99,3,,Sales Representative,3,Single,2642,2755.0,1,Y,No,11,3,3,80,0,1,,3,1.0,0,0.0,0
42.0,Yes,Travel_Frequently,933,Research & Development,19.0,3,Medical,1,752,3.0,Male,57,4,,Research Scientist,3,Divorced,2759,20366.0,6,Y,Yes,12,3,4,80,0,7,2.0,3,,2,2.0,2
43.0,No,Travel_Frequently,775,Sales,,3,Life Sciences,1,754,,Male,47,2,2.0,Sales Executive,4,Married,6804,,3,Y,No,18,3,3,80,1,7,5.0,3,,2,2.0,2
34.0,No,Travel_Rarely,970,Research & Development,,2,Medical,1,757,2.0,Female,96,3,2.0,Healthcare Representative,3,,6142,,3,Y,No,11,3,4,80,0,10,,3,,1,,3
,No,Travel_Rarely,650,Research & Development,,1,Medical,1,758,2.0,Male,37,3,,Laboratory Technician,1,Married,2500,4344.0,1,Y,No,14,3,4,80,1,5,2.0,4,4.0,3,,2
39.0,No,Travel_Rarely,141,Human Resources,,3,Human Resources,1,760,3.0,Female,44,4,2.0,Human Resources,2,Married,6389,,9,Y,No,15,3,3,80,1,12,,1,8.0,3,,6
,No,Travel_Rarely,832,Research & Development,9.0,3,Medical,1,762,3.0,Male,81,3,4.0,Healthcare Representative,4,Married,11103,20420.0,7,Y,No,11,3,3,80,0,30,1.0,2,,7,,1
40.0,No,Travel_Rarely,804,Research & Development,,1,Medical,1,763,,Female,86,2,1.0,Research Scientist,4,,2342,22929.0,0,Y,Yes,20,4,4,80,0,5,,2,4.0,2,,3
27.0,No,Travel_Rarely,975,Research & Development,7.0,3,Medical,1,764,4.0,Female,55,2,,Healthcare Representative,1,,6811,23398.0,8,Y,No,19,3,1,80,0,9,2.0,1,7.0,6,,7
29.0,No,Travel_Rarely,1090,Sales,10.0,3,Marketing,1,766,4.0,Male,83,3,1.0,Sales Representative,2,,2297,17967.0,1,Y,No,14,3,4,80,2,2,,3,2.0,2,,2
53.0,No,Travel_Rarely,346,Research & Development,6.0,3,Life Sciences,1,769,,Male,86,3,2.0,Laboratory Technician,4,Single,2450,10919.0,2,Y,No,17,3,4,80,0,19,4.0,3,,2,2.0,2
35.0,No,Non-Travel,1225,Research & Development,2.0,4,Life Sciences,1,771,4.0,Female,61,3,,Healthcare Representative,1,Divorced,5093,,2,Y,No,11,3,1,80,1,16,,4,,0,,0
,No,Travel_Frequently,430,Research & Development,24.0,4,Life Sciences,1,772,1.0,Male,80,3,2.0,Laboratory Technician,4,Married,5309,21146.0,1,Y,No,15,3,4,80,2,10,,3,,8,4.0,7
,No,Travel_Rarely,268,Research & Development,,5,Medical,1,773,4.0,Male,92,3,,Research Scientist,3,Married,3057,,6,Y,Yes,13,3,2,80,1,6,,1,,0,0.0,1
34.0,No,Travel_Rarely,167,Research & Development,,5,Life Sciences,1,775,2.0,Female,32,3,,Manufacturing Director,1,,5121,,3,Y,No,14,3,3,80,1,7,3.0,3,,0,0.0,0
52.0,No,Travel_Rarely,621,Sales,,4,Marketing,1,776,,Male,31,2,4.0,Manager,1,,16856,,1,Y,No,11,3,1,80,0,34,,4,,6,1.0,16
33.0,Yes,Travel_Rarely,527,Research & Development,1.0,4,Other,1,780,4.0,Male,63,3,,Research Scientist,4,Single,2686,,1,Y,Yes,13,3,3,80,0,10,2.0,2,10.0,9,,8
25.0,No,Travel_Rarely,883,Sales,26.0,1,Medical,1,781,3.0,Female,32,3,2.0,Sales Executive,4,Single,6180,,1,Y,No,23,4,2,80,0,6,5.0,2,,5,1.0,4
45.0,No,Travel_Rarely,954,Sales,2.0,2,Technical Degree,1,783,2.0,Male,46,1,2.0,Sales Representative,3,Single,6632,12388.0,0,Y,No,13,3,1,80,0,9,,3,8.0,7,3.0,1
23.0,No,Travel_Rarely,310,Research & Development,10.0,1,Medical,1,784,1.0,Male,79,4,1.0,Research Scientist,3,Single,3505,19630.0,1,Y,No,18,3,4,80,0,2,3.0,3,,2,0.0,2
47.0,Yes,Travel_Frequently,719,Sales,,2,Life Sciences,1,785,2.0,Female,77,4,2.0,Sales Executive,3,Single,6397,10339.0,4,Y,Yes,12,3,4,80,0,8,,3,,4,1.0,3
,No,Travel_Rarely,304,Sales,2.0,3,Other,1,786,4.0,Male,60,3,2.0,Sales Executive,4,,6274,18686.0,1,Y,No,22,4,3,80,0,6,,3,,5,1.0,4
55.0,Yes,Travel_Rarely,725,Research & Development,2.0,3,Medical,1,787,,Male,78,3,,Manager,1,Married,19859,,5,Y,Yes,13,3,4,80,1,24,2.0,3,5.0,2,1.0,4
36.0,No,Non-Travel,1434,Sales,,4,Life Sciences,1,789,,Male,76,2,,Sales Executive,1,,7587,14229.0,1,Y,No,15,3,2,80,0,10,,3,10.0,7,0.0,9
52.0,No,Non-Travel,715,Research & Development,,4,Medical,1,791,,Male,41,3,1.0,Research Scientist,4,,4258,26589.0,0,Y,No,18,3,1,80,1,5,3.0,3,4.0,3,1.0,2
26.0,No,Travel_Frequently,575,Research & Development,1.0,2,Life Sciences,1,792,,Female,71,1,1.0,Laboratory Technician,4,Divorced,4364,5288.0,3,Y,No,14,3,1,80,1,5,2.0,3,2.0,2,,0
,No,Travel_Rarely,657,Research & Development,27.0,3,Medical,1,793,,Female,66,3,2.0,Healthcare Representative,3,,4335,25549.0,4,Y,No,12,3,1,80,1,11,3.0,2,,7,,1
,Yes,Travel_Rarely,1146,Sales,8.0,3,Technical Degree,1,796,4.0,Male,38,2,,Sales Executive,1,Single,5326,,6,Y,No,17,3,3,80,0,6,2.0,2,,3,1.0,2
,No,Travel_Rarely,182,Research & Development,,4,Life Sciences,1,797,,Female,72,4,1.0,Research Scientist,4,,3280,,2,Y,No,16,3,3,80,0,10,2.0,3,,2,,3
,No,Travel_Rarely,376,Research & Development,,4,Medical,1,799,,Female,95,3,2.0,Manufacturing Director,1,Divorced,5485,22670.0,9,Y,Yes,11,3,2,80,2,9,4.0,3,5.0,3,1.0,4
27.0,No,Travel_Frequently,829,Sales,,1,Marketing,1,800,3.0,Male,84,3,2.0,Sales Executive,4,Married,4342,,0,Y,No,19,3,2,80,1,5,,3,,2,,1
,No,Travel_Rarely,571,Research & Development,,1,Life Sciences,1,802,4.0,Female,82,3,1.0,Research Scientist,1,,2782,19905.0,0,Y,Yes,13,3,2,80,2,6,3.0,2,5.0,3,4.0,3
,No,Travel_Frequently,240,Research & Development,,4,Life Sciences,1,803,1.0,Female,75,4,,Manufacturing Director,1,,5980,26085.0,6,Y,Yes,12,3,4,80,0,17,2.0,3,15.0,7,4.0,12
,No,Travel_Rarely,121,Research & Development,2.0,4,Medical,1,804,3.0,Female,86,2,1.0,Research Scientist,1,Single,4381,7530.0,1,Y,No,11,3,3,80,0,6,,3,6.0,5,1.0,3
35.0,No,Travel_Rarely,384,Sales,,4,Life Sciences,1,805,1.0,Female,72,3,1.0,Sales Representative,4,,2572,20317.0,1,Y,No,16,3,2,80,1,3,,2,,2,0.0,2
30.0,No,Travel_Rarely,921,Research & Development,,3,Life Sciences,1,806,4.0,Male,38,1,,Laboratory Technician,3,,3833,24375.0,3,Y,No,21,4,3,80,2,7,2.0,3,2.0,2,,2
,No,Travel_Frequently,791,Research & Development,2.0,2,Medical,1,807,3.0,Female,38,4,,Healthcare Representative,2,,4244,,1,Y,No,24,4,4,80,1,8,,3,,7,,7
,No,Travel_Rarely,1111,Sales,8.0,2,Life Sciences,1,808,,Female,93,3,2.0,Sales Executive,1,Married,6500,,5,Y,No,17,3,2,80,1,6,1.0,3,3.0,2,1.0,2
42.0,No,Travel_Frequently,570,Research & Development,8.0,3,Life Sciences,1,809,,Male,66,3,,Manager,4,,18430,,1,Y,No,13,3,2,80,1,24,4.0,2,24.0,7,,9
23.0,Yes,Travel_Rarely,1243,Research & Development,6.0,3,Life Sciences,1,811,,Male,63,4,1.0,Laboratory Technician,1,,1601,3445.0,1,Y,Yes,21,4,3,80,2,1,2.0,3,0.0,0,,0
,No,Non-Travel,1092,Research & Development,9.0,3,Life Sciences,1,812,,Male,60,2,1.0,Laboratory Technician,2,Divorced,2694,,1,Y,No,11,3,3,80,3,1,4.0,3,1.0,0,0.0,0
,No,Travel_Rarely,1325,Research & Development,11.0,4,Life Sciences,1,813,,Female,82,3,2.0,Laboratory Technician,3,Married,3149,21821.0,8,Y,No,20,4,2,80,1,9,3.0,3,5.0,2,1.0,4
50.0,No,Travel_Rarely,691,Research & Development,2.0,3,Medical,1,815,,Male,64,3,4.0,Research Director,3,Married,17639,,5,Y,No,16,3,4,80,0,30,,3,,3,,3
29.0,Yes,Travel_Rarely,805,Research & Development,1.0,2,Life Sciences,1,816,,Female,36,2,1.0,Laboratory Technician,1,Married,2319,,1,Y,Yes,11,3,4,80,1,1,,3,,0,,0
33.0,No,Travel_Rarely,213,Research & Development,,3,Medical,1,817,3.0,Male,49,3,,Research Director,3,,11691,25995.0,0,Y,No,11,3,4,80,0,14,3.0,4,13.0,9,,7
33.0,Yes,Travel_Rarely,118,Sales,16.0,3,Marketing,1,819,1.0,Female,69,3,2.0,Sales Executive,1,,5324,26507.0,5,Y,No,15,3,3,80,0,6,3.0,3,,2,0.0,2
47.0,No,Travel_Rarely,202,Research & Development,,2,Other,1,820,3.0,Female,33,3,,Manager,4,Married,16752,,1,Y,Yes,11,3,3,80,1,26,3.0,2,,14,3.0,0
36.0,No,Travel_Rarely,676,Research & Development,1.0,3,Other,1,823,,Female,35,3,2.0,Manufacturing Director,2,,5228,23361.0,0,Y,No,15,3,1,80,1,10,2.0,3,9.0,7,0.0,5
29.0,No,Travel_Rarely,1252,Research & Development,23.0,2,Life Sciences,1,824,,Male,81,4,1.0,Research Scientist,3,Married,2700,,1,Y,No,24,4,3,80,1,10,3.0,3,10.0,7,0.0,7
,Yes,Travel_Rarely,286,Research & Development,2.0,4,Life Sciences,1,825,4.0,Male,31,3,5.0,Research Director,2,,19246,,7,Y,Yes,12,3,4,80,0,40,2.0,3,,15,13.0,8
,No,Travel_Rarely,1258,Research & Development,1.0,4,Life Sciences,1,826,4.0,Female,40,4,1.0,Research Scientist,3,,2506,13301.0,3,Y,No,13,3,3,80,0,7,,3,2.0,2,,2
42.0,No,Travel_Rarely,932,Research & Development,1.0,2,Life Sciences,1,827,4.0,Female,43,2,2.0,Manufacturing Director,4,Married,6062,4051.0,9,Y,Yes,13,3,4,80,1,8,4.0,3,,3,0.0,2
,Yes,Travel_Rarely,890,Research & Development,,4,Medical,1,828,,Male,46,3,1.0,Research Scientist,3,Single,4382,16374.0,6,Y,No,17,3,4,80,0,5,,2,,2,,1
36.0,No,Travel_Rarely,1041,Human Resources,13.0,3,Human Resources,1,829,3.0,Male,36,3,1.0,Human Resources,2,Married,2143,,4,Y,No,13,3,2,80,1,8,2.0,3,,2,0.0,4
32.0,No,Travel_Rarely,859,Research & Development,,3,Life Sciences,1,830,3.0,Female,98,2,,Manufacturing Director,3,Married,6162,19124.0,1,Y,No,12,3,3,80,1,14,3.0,3,,13,6.0,8
40.0,No,Travel_Frequently,720,Research & Development,16.0,4,Medical,1,832,1.0,Male,51,2,2.0,Laboratory Technician,3,Single,5094,,6,Y,No,14,3,4,80,0,10,6.0,3,1.0,0,0.0,0
30.0,No,Travel_Rarely,946,Research & Development,,3,Medical,1,833,3.0,Female,52,2,,Manufacturing Director,4,,6877,20234.0,5,Y,Yes,24,4,2,80,0,12,4.0,2,,0,0.0,0
,No,Travel_Rarely,252,Research & Development,,3,Life Sciences,1,834,,Female,95,2,1.0,Research Scientist,3,Single,2274,6153.0,1,Y,No,14,3,4,80,0,1,3.0,3,1.0,0,,0
42.0,No,Travel_Rarely,933,Research & Development,29.0,3,Life Sciences,1,836,2.0,Male,98,3,2.0,Manufacturing Director,2,,4434,11806.0,1,Y,No,13,3,4,80,1,10,,2,9.0,8,7.0,8
38.0,No,Travel_Frequently,471,Research & Development,12.0,3,Life Sciences,1,837,,Male,45,2,2.0,Healthcare Representative,1,,6288,,2,Y,No,15,3,3,80,1,13,,2,4.0,3,,2
34.0,No,Travel_Frequently,702,Research & Development,,4,Life Sciences,1,838,3.0,Female,100,2,,Research Scientist,4,Single,2553,,1,Y,No,16,3,3,80,0,6,3.0,3,5.0,2,,3
,Yes,Travel_Rarely,1184,Sales,11.0,3,Marketing,1,840,3.0,Female,43,3,3.0,Sales Executive,4,Married,7654,,1,Y,No,18,3,1,80,2,9,,4,,8,7.0,7
55.0,Yes,Travel_Rarely,436,Sales,,1,Medical,1,842,,Male,37,3,,Sales Executive,4,Single,5160,,4,Y,No,16,3,3,80,0,12,,2,,7,,3
43.0,No,Travel_Rarely,589,Research & Development,14.0,2,Life Sciences,1,843,,Male,94,3,4.0,Research Director,1,,17159,,6,Y,No,24,4,3,80,1,22,3.0,3,4.0,1,1.0,0
27.0,No,Travel_Rarely,269,Research & Development,5.0,1,Technical Degree,1,844,3.0,Male,42,2,3.0,Research Director,4,Divorced,12808,8842.0,1,Y,Yes,16,3,2,80,1,9,3.0,3,,8,0.0,8
35.0,No,Travel_Rarely,950,Research & Development,,3,Other,1,845,3.0,Male,59,3,,Manufacturing Director,3,Single,10221,,3,Y,No,21,4,2,80,0,17,3.0,4,,5,1.0,6
28.0,No,Travel_Rarely,760,Sales,2.0,4,Marketing,1,846,2.0,Female,81,3,,Sales Executive,2,Married,4779,,1,Y,Yes,20,4,1,80,0,8,2.0,3,8.0,7,7.0,5
,No,Travel_Rarely,829,Human Resources,,2,Human Resources,1,847,3.0,Male,88,3,,Human Resources,4,Married,3737,2243.0,0,Y,No,19,3,3,80,1,4,1.0,1,3.0,2,0.0,2
,Yes,Travel_Frequently,887,Research & Development,,2,Medical,1,848,,Female,88,2,1.0,Research Scientist,3,,2366,,1,Y,Yes,14,3,1,80,1,8,,3,8.0,7,1.0,7
,No,Non-Travel,443,Research & Development,3.0,3,Medical,1,850,4.0,Male,50,3,,Research Scientist,4,,1706,16571.0,1,Y,No,11,3,3,80,3,0,6.0,2,,0,0.0,0
51.0,No,Travel_Rarely,1318,Sales,,4,Marketing,1,851,1.0,Female,66,3,4.0,Manager,3,Married,16307,5594.0,2,Y,No,14,3,3,80,1,29,,2,20.0,6,4.0,17
44.0,No,Travel_Rarely,625,Research & Development,,3,Medical,1,852,4.0,Male,50,3,2.0,Healthcare Representative,2,Single,5933,,9,Y,No,12,3,4,80,0,10,2.0,2,,2,,3
,No,Travel_Rarely,180,Research & Development,2.0,1,Medical,1,854,,Male,65,4,1.0,Research Scientist,1,Single,3424,21632.0,7,Y,No,13,3,3,80,0,6,3.0,2,4.0,3,0.0,1
,No,Travel_Rarely,586,Sales,1.0,3,Medical,1,855,1.0,Male,48,4,2.0,Sales Executive,1,,4037,,1,Y,No,22,4,1,80,1,9,5.0,3,9.0,8,0.0,8
,No,Travel_Rarely,1343,Research & Development,27.0,1,Medical,1,856,3.0,Female,53,2,1.0,Research Scientist,1,,2559,,1,Y,No,11,3,4,80,0,6,3.0,2,6.0,5,,1
,No,Travel_Rarely,928,Sales,1.0,2,Life Sciences,1,857,,Male,56,3,2.0,Sales Executive,4,,6201,2823.0,1,Y,Yes,14,3,4,80,1,18,1.0,2,,14,4.0,11
32.0,No,Travel_Rarely,117,Sales,13.0,4,Life Sciences,1,859,2.0,Male,73,3,2.0,Sales Executive,4,,4403,,2,Y,No,11,3,3,80,1,8,3.0,2,5.0,2,,3
,No,Travel_Frequently,1012,Research & Development,5.0,4,Life Sciences,1,861,2.0,Male,75,2,,Research Scientist,4,,3761,2373.0,9,Y,No,12,3,2,80,1,10,3.0,2,5.0,4,0.0,3
53.0,No,Travel_Rarely,661,Sales,7.0,2,Marketing,1,862,,Female,78,2,,Sales Executive,4,,10934,,7,Y,Yes,18,3,4,80,1,35,3.0,3,5.0,2,,4
45.0,No,Travel_Rarely,930,Sales,9.0,3,Marketing,1,864,,Male,74,3,3.0,Sales Executive,1,Divorced,10761,,4,Y,Yes,12,3,3,80,1,18,2.0,3,5.0,4,0.0,2
,No,Travel_Rarely,638,Research & Development,,2,Medical,1,865,3.0,Female,91,4,,Research Scientist,3,Married,5175,,5,Y,No,12,3,3,80,1,9,3.0,2,5.0,3,1.0,3
,No,Travel_Frequently,890,Research & Development,25.0,4,Medical,1,867,3.0,Female,81,2,4.0,Manufacturing Director,4,Married,13826,19028.0,3,Y,No,22,4,3,80,0,31,3.0,3,,8,0.0,0
37.0,No,Travel_Rarely,342,Sales,16.0,4,Marketing,1,868,,Male,66,2,2.0,Sales Executive,3,,6334,,4,Y,No,19,3,4,80,2,9,2.0,3,1.0,0,0.0,0
28.0,No,Travel_Rarely,1169,Human Resources,8.0,2,Medical,1,869,2.0,Male,63,2,1.0,Human Resources,4,Divorced,4936,,1,Y,No,13,3,4,80,1,6,,3,5.0,1,,4
22.0,No,Travel_Rarely,1230,Research & Development,1.0,2,Life Sciences,1,872,4.0,Male,33,2,,Manufacturing Director,4,Married,4775,,6,Y,No,22,4,1,80,2,4,,1,2.0,2,2.0,2
,No,Travel_Rarely,986,Research & Development,,4,Life Sciences,1,874,,Male,62,4,1.0,Laboratory Technician,4,,2818,,2,Y,Yes,24,4,3,80,1,10,2.0,2,3.0,2,0.0,2
,No,Travel_Frequently,1271,Research & Development,2.0,1,Medical,1,875,,Male,35,3,1.0,Research Scientist,4,,2515,,5,Y,Yes,14,3,4,80,0,8,,3,,1,,2
36.0,No,Travel_Rarely,1278,Human Resources,8.0,3,Life Sciences,1,878,1.0,Male,77,2,1.0,Human Resources,1,,2342,,0,Y,No,21,4,3,80,0,6,3.0,3,5.0,4,,3
25.0,No,Travel_Rarely,141,Sales,3.0,1,Other,1,879,,Male,98,3,2.0,Sales Executive,1,Married,4194,,1,Y,Yes,18,3,4,80,0,5,3.0,3,5.0,3,,3
35.0,No,Travel_Rarely,607,Research & Development,9.0,3,Life Sciences,1,880,4.0,Female,66,2,3.0,Manufacturing Director,3,Married,10685,23457.0,1,Y,Yes,20,4,2,80,1,17,,3,,14,,15
35.0,Yes,Travel_Frequently,130,Research & Development,25.0,4,Life Sciences,1,881,4.0,Female,96,3,1.0,Research Scientist,2,Divorced,2022,,1,Y,Yes,19,3,1,80,1,10,3.0,2,10.0,2,,8
,No,Non-Travel,300,Research & Development,1.0,3,Life Sciences,1,882,,Male,61,3,,Laboratory Technician,4,Divorced,2314,9148.0,0,Y,No,12,3,2,80,1,4,,3,,0,0.0,2
25.0,No,Travel_Rarely,583,Sales,4.0,1,Marketing,1,885,3.0,Male,87,2,,Sales Executive,1,Married,4256,18154.0,1,Y,No,12,3,1,80,0,5,1.0,4,5.0,2,,3
49.0,No,Travel_Rarely,1418,Research & Development,,3,Technical Degree,1,887,3.0,Female,36,3,,Research Scientist,1,Married,3580,,2,Y,No,16,3,2,80,1,7,,3,4.0,2,0.0,2
24.0,No,Non-Travel,1269,Research & Development,,1,Life Sciences,1,888,,Male,46,2,,Laboratory Technician,4,Married,3162,,0,Y,No,17,3,4,80,0,6,2.0,2,,2,,4
,No,Travel_Frequently,379,Sales,5.0,2,Life Sciences,1,889,,Male,48,3,,Sales Executive,2,Married,6524,8891.0,1,Y,No,14,3,4,80,1,10,,3,10.0,8,5.0,3
,No,Travel_Rarely,395,Sales,,3,Marketing,1,893,,Male,98,2,1.0,Sales Representative,2,Married,2899,12102.0,0,Y,No,19,3,4,80,1,3,3.0,3,2.0,2,,2
,No,Travel_Rarely,1265,Research & Development,3.0,3,Life Sciences,1,894,3.0,Female,95,4,,Laboratory Technician,4,Married,5231,23726.0,2,Y,Yes,13,3,2,80,1,17,1.0,2,,3,1.0,3
31.0,No,Travel_Rarely,1222,Research & Development,11.0,4,Life Sciences,1,895,4.0,Male,48,3,,Research Scientist,4,Married,2356,14871.0,3,Y,Yes,19,3,2,80,1,8,2.0,3,,4,,2
29.0,Yes,Travel_Rarely,341,Sales,1.0,3,Medical,1,896,,Female,48,2,1.0,Sales Representative,3,,2800,23522.0,6,Y,Yes,19,3,3,80,3,5,,3,,2,,2
53.0,No,Travel_Rarely,868,Sales,8.0,3,Marketing,1,897,,Male,73,3,,Sales Executive,4,Married,11836,,5,Y,No,14,3,3,80,1,28,3.0,3,,0,2.0,2
35.0,No,Travel_Rarely,672,Research & Development,25.0,3,Technical Degree,1,899,,Male,78,2,,Manufacturing Director,2,Married,10903,9129.0,3,Y,No,16,3,1,80,0,16,2.0,3,,10,,8
37.0,No,Travel_Frequently,1231,Sales,21.0,2,Medical,1,900,,Female,54,3,1.0,Sales Representative,4,Married,2973,21222.0,5,Y,No,15,3,2,80,1,10,3.0,3,,4,0.0,0
53.0,No,Travel_Rarely,102,Research & Development,23.0,4,Life Sciences,1,901,,Female,72,3,,Research Director,4,Single,14275,20206.0,6,Y,No,18,3,3,80,0,33,0.0,3,,9,,8
43.0,No,Travel_Frequently,422,Research & Development,,3,Life Sciences,1,902,,Female,33,3,2.0,Healthcare Representative,4,Married,5562,21782.0,4,Y,No,13,3,2,80,1,12,,2,5.0,2,,2
,No,Travel_Rarely,249,Sales,2.0,2,Marketing,1,903,3.0,Female,35,3,,Sales Executive,4,Married,4537,17783.0,0,Y,Yes,22,4,1,80,1,8,,3,,6,,7
37.0,No,Non-Travel,1252,Sales,19.0,2,Medical,1,904,1.0,Male,32,3,,Sales Executive,2,Single,7642,4814.0,1,Y,Yes,13,3,4,80,0,10,2.0,3,,0,,9
,No,Non-Travel,881,Research & Development,2.0,4,Life Sciences,1,905,1.0,Male,98,3,4.0,Manager,1,,17924,,1,Y,No,11,3,4,80,1,31,,3,31.0,6,,7
39.0,No,Travel_Rarely,1383,Human Resources,2.0,3,Life Sciences,1,909,,Female,42,2,2.0,Human Resources,4,Married,5204,7790.0,8,Y,No,11,3,3,80,2,13,,3,5.0,4,,4
33.0,No,Travel_Rarely,1075,Human Resources,3.0,2,Human Resources,1,910,,Male,57,3,1.0,Human Resources,2,Divorced,2277,22650.0,3,Y,Yes,11,3,3,80,1,7,,4,4.0,3,,3
32.0,Yes,Travel_Rarely,374,Research & Development,,4,Life Sciences,1,911,1.0,Male,87,3,,Laboratory Technician,4,Single,2795,18016.0,1,Y,Yes,24,4,3,80,0,1,2.0,1,1.0,0,,1
29.0,No,Travel_Rarely,1086,Research & Development,7.0,1,Medical,1,912,,Female,62,2,1.0,Laboratory Technician,4,Divorced,2532,6054.0,6,Y,No,14,3,3,80,3,8,,3,,3,,3
44.0,No,Travel_Rarely,661,Research & Development,,2,Life Sciences,1,913,,Male,61,3,1.0,Research Scientist,1,Married,2559,7508.0,1,Y,Yes,13,3,4,80,0,8,0.0,3,8.0,7,,1
28.0,No,Travel_Rarely,821,Sales,,4,Medical,1,916,,Male,98,3,2.0,Sales Executive,4,Single,4908,24252.0,1,Y,No,14,3,2,80,0,4,3.0,3,,2,0.0,2
58.0,Yes,Travel_Frequently,781,Research & Development,,1,Life Sciences,1,918,4.0,Male,57,2,1.0,Laboratory Technician,4,,2380,13384.0,9,Y,Yes,14,3,4,80,1,3,,2,1.0,0,,0
